SalesID,SalesPersonID,CustomerID,ProductID
109,8,47963,108
110,6,90100,429
111,8,54608,165
112,3,23900,203
113,20,87061,210
114,8,11358,366
115,10,43033,431
116,8,67359,87
117,21,49113,189
118,3,28246,240
119,5,45532,158
120,4,30910,252
121,4,2529,378
122,19,17431,325
123,23,62666,67
124,15,83172,63
125,5,68047,408
126,13,17565,59
127,16,556,237
128,23,15959,190
129,21,71159,198
130,16,4801,41
131,4,76636,84
132,1,83001,45
133,20,71152,248
134,19,33333,291
135,8,73033,401
136,23,23994,54
137,8,33297,152
138,10,55683,365
139,11,7636,227
140,8,95074,407
141,13,37533,59
142,4,66582,218
143,23,18575,14
144,14,55960,3
145,6,17451,263
146,9,6301,278
147,11,34853,94
148,23,30759,143
149,1,73891,146
150,15,39622,250
151,11,72250,285
152,19,71872,290
153,22,17740,25
154,13,61181,325
155,19,3833,177
156,15,25521,102
157,11,12903,295
158,19,27507,233
159,20,25869,169
160,13,57346,288
161,7,68009,137
162,2,90694,302
163,2,77227,393
164,15,43163,68
165,2,13465,346
166,8,70367,121
167,7,51508,408
168,1,53729,372
169,1,37085,418
170,10,19039,377
171,1,34062,388
172,12,92189,276
173,16,20611,14
174,20,49217,204
175,14,92136,193
176,1,34706,160
177,20,97615,311
178,9,6706,64
179,10,65722,253
180,20,61746,130
181,3,81471,418
182,16,68557,95
183,23,40827,45
184,7,31537,401
185,6,31310,208
186,9,4765,246
187,2,65261,21
188,7,9972,376
189,23,29500,114
190,16,47513,299
191,13,11092,211
192,13,5790,371
193,13,29815,197
194,22,49049,392
195,2,27066,270
196,11,45599,210
197,2,88114,278
198,8,74172,399
199,13,42496,110
200,21,45844,143
201,3,53552,323
202,10,79884,174
203,23,92433,178
204,14,54852,221
205,15,5561,315
206,23,78820,9
207,3,51262,277
208,2,67283,273
209,22,67804,132
210,19,67886,17
211,18,26666,243
212,3,6197,231
213,9,60545,433
214,1,62882,39
215,11,74635,323
216,14,98212,43
217,3,49867,258
218,19,45691,445
219,10,11853,312
220,16,8701,100
221,7,5106,100
222,23,41537,32
223,1,24229,258
224,8,88332,119
225,21,7948,166
226,11,28272,17
227,22,62375,80
228,18,70321,74
229,19,22152,387
230,4,46537,436
231,22,45352,335
232,13,23443,364
233,19,62970,407
234,12,19879,110
235,18,8194,259
236,16,1587,244
237,17,74883,370
238,9,84735,276
239,15,25976,86
240,6,51249,200
241,6,52263,422
242,1,96738,200
243,8,40927,245
244,5,60374,98
245,22,20848,57
246,11,4895,433
247,4,44005,391
248,13,65692,159
249,11,73174,70
250,11,27613,228
251,8,94492,405
252,7,42423,286
253,22,62319,87
254,21,33795,10
255,15,40739,43
256,3,12016,292
257,10,55656,368
258,15,4102,59
259,17,46905,55
260,5,76048,299
261,2,16446,382
262,9,79700,203
263,7,45132,339
264,19,21268,148
265,20,22534,135
266,6,3223,332
267,7,41987,276
268,21,40666,324
269,6,54688,232
270,19,73048,79
271,21,23329,126
272,18,63892,434
273,4,19716,359
274,4,59364,113
275,10,55198,131
276,7,7127,353
277,16,611,240
278,19,62614,161
279,9,67485,63
280,11,3053,186
281,7,83026,79
282,10,95442,374
283,7,95906,5
284,8,93298,159
285,19,50805,32
286,15,2930,50
287,14,59884,277
288,21,29175,397
289,21,77900,67
290,15,94938,420
291,7,44691,328
292,2,70782,311
293,15,37830,222
294,11,48687,240
295,5,34803,271
296,21,71322,219
297,18,51607,314
298,13,19660,97
299,9,37840,416
300,17,17625,177
301,4,61668,157
302,7,3339,67
303,7,11004,379
304,16,127,443
305,14,4285,103
306,13,30600,423
307,4,22708,380
308,18,2956,427
309,12,77357,332
310,9,33612,143
311,11,11405,52
312,14,91801,208
313,7,35377,448
314,7,43852,322
315,21,91781,220
316,16,19763,8
317,3,82554,198
318,22,50593,180
319,23,69222,117
320,5,19605,86
321,15,42099,55
322,10,12812,331
323,23,61526,257
324,14,58510,264
325,12,28358,203
326,19,51307,267
327,3,26063,212
328,16,69788,119
329,23,24561,295
330,13,82636,364
331,13,54280,39
332,4,79711,144
333,11,24775,198
334,16,49860,338
335,7,40145,29
336,23,79688,12
337,3,84438,447
338,14,95780,15
339,18,89014,57
340,6,20206,61
341,12,78981,122
342,20,56929,303
343,10,50578,66
344,13,44288,377
345,5,83533,369
346,16,51649,121
347,19,35405,315
348,9,92737,352
349,14,55665,20
350,13,15040,263
351,18,87527,22
352,19,1014,134
353,13,49197,433
354,4,18235,331
355,2,74286,123
356,18,48857,278
357,7,40572,263
358,16,51254,116
359,4,70528,241
360,18,51737,288
361,10,4538,211
362,12,51680,261
363,18,77154,133
364,23,93481,420
365,20,78092,104
366,8,30454,361
367,3,67027,10
368,14,84277,111
369,23,3708,293
370,21,12094,209
371,13,34085,13
372,12,85533,184
373,4,60339,123
374,18,49017,56
375,17,39383,416
376,18,83930,205
377,23,60993,266
378,11,17239,332
379,10,73737,347
380,19,75468,82
381,1,15903,404
382,18,32085,313
383,3,14123,100
384,11,9521,32
385,18,93868,343
386,17,53267,358
387,14,30514,163
388,8,6540,320
389,14,74333,216
390,13,90048,203
391,17,39116,201
392,10,33185,332
393,10,25252,226
394,23,37277,222
395,19,15668,302
396,23,27302,314
397,2,78534,171
398,11,55857,98
399,16,64956,273
400,21,53079,9
401,14,83382,111
402,5,49888,205
403,10,89029,60
404,16,43571,264
405,23,79715,250
406,7,1995,290
407,15,39434,12
408,18,181,378
409,11,77611,367
410,7,89116,371
411,18,86623,13
412,20,23334,383
413,7,76277,221
414,9,93820,159
415,18,35835,337
416,16,71212,351
417,10,37557,162
418,8,67633,101
419,5,98372,78
420,3,24826,199
421,17,98700,198
422,19,60487,143
423,23,9944,347
424,10,12420,90
425,5,71738,8
426,4,900,134
427,2,60282,410
428,5,23063,354
429,22,33349,206
430,17,12082,102
431,17,5396,35
432,12,5137,168
433,18,51042,60
434,12,20658,339
435,6,90845,423
436,19,64774,199
437,8,41816,253
438,10,69311,288
439,11,28566,235
440,11,91874,53
441,2,13833,346
442,20,30333,238
443,21,27688,405
444,8,83977,298
445,18,3425,191
446,20,15782,270
447,3,55668,112
448,2,30192,67
449,5,1442,337
450,4,43216,403
451,14,88505,153
452,18,10902,70
453,6,56244,21
454,14,40131,74
455,5,53139,264
456,18,22896,421
457,5,39944,310
458,1,76609,422
459,12,70593,256
460,19,78816,117
461,5,40472,332
462,11,16372,110
463,20,65592,172
464,17,65530,266
465,14,83721,336
466,7,81487,297
467,2,71051,324
468,18,55619,334
469,3,2975,189
470,23,69820,138
471,9,29397,98
472,23,67006,326
473,20,39068,318
474,18,6499,25
475,2,10993,305
476,21,68367,412
477,22,32799,190
478,16,24727,50
479,15,8996,352
480,8,55956,190
481,1,43991,23
482,1,30091,344
483,1,21621,17
484,19,88893,255
485,3,22336,402
486,23,93253,417
487,6,47652,147
488,5,10912,438
489,8,66279,76
490,11,67950,3
491,14,24831,341
492,8,63966,284
493,22,97478,32
494,15,48509,118
495,7,51402,174
496,14,96221,237
497,23,63501,67
498,4,60917,140
499,17,257,414
500,12,20698,346
501,19,43490,399
502,8,50,230
503,23,27217,331
504,6,30381,199
505,19,13819,305
506,15,21500,279
507,21,70594,204
508,12,49746,449
509,12,29138,221
510,7,83531,304
511,19,88856,231
512,13,15218,261
513,9,67614,71
514,4,14637,66
515,18,34825,95
516,5,10382,441
517,11,93510,93
518,2,75459,369
519,14,43194,317
520,15,89227,372
521,1,33835,151
522,20,60140,338
523,11,88100,259
524,15,33784,187
525,10,44990,249
526,1,64191,267
527,2,68287,294
528,5,89318,201
529,11,53856,304
530,11,13532,69
531,21,4867,346
532,19,70641,51
533,22,24471,89
534,3,87058,6
535,12,12467,244
536,17,43942,245
537,1,2874,13
538,19,89999,271
539,1,75074,402
540,12,837,123
541,2,22660,213
542,18,96665,151
543,17,80533,218
544,2,81507,224
545,15,77854,224
546,1,9613,81
547,23,95111,214
548,18,82841,419
549,20,13684,24
550,2,41020,185
551,4,2712,144
552,21,86801,150
553,13,17724,275
554,3,9790,42
555,12,85622,196
556,23,82110,62
557,21,10709,424
558,8,92193,145
559,20,84151,402
560,18,48388,39
561,14,51972,438
562,16,80035,4
563,2,94649,146
564,1,15607,153
565,9,78665,411
566,1,18216,181
567,14,89507,173
568,6,79316,65
569,15,2171,275
570,2,89643,302
571,4,7509,428
572,16,3511,275
573,2,386,420
574,3,42358,194
575,13,66567,160
576,7,35930,452
577,4,78366,121
578,10,6594,35
579,23,54690,415
580,9,35377,169
581,2,67839,54
582,7,84205,328
583,9,75634,177
584,9,12836,119
585,7,10821,377
586,23,16825,197
587,6,52918,229
588,20,14681,47
589,15,1436,262
590,13,29116,183
591,19,33233,274
592,16,9440,321
593,23,5849,321
594,6,26687,364
595,22,47625,138
596,9,41385,209
597,16,2016,6
598,16,64927,66
599,16,2842,266
600,15,59638,44
601,11,18866,361
602,17,15795,149
603,4,80671,144
604,19,22801,175
605,22,33512,209
606,12,97960,322
607,20,86416,183
608,11,74125,81
609,13,41982,335
610,5,49693,197
611,19,3744,393
612,12,4116,389
613,9,37503,182
614,12,48774,234
615,16,79308,438
616,7,66526,110
617,8,4401,280
618,16,81814,27
619,18,4787,228
620,10,61841,215
621,19,64057,405
622,18,74826,126
623,14,77880,255
624,2,71814,93
625,6,56410,28
626,11,96829,108
627,16,96421,407
628,19,72458,57
629,4,93492,57
630,4,25183,403
631,14,33914,447
632,12,13440,56
633,17,3753,221
634,9,93811,372
635,21,16512,260
636,9,52045,357
637,3,3535,185
638,13,52834,3
639,11,78084,362
640,18,11620,55
641,4,29168,14
642,18,77552,148
643,7,71459,164
644,10,50503,66
645,17,25373,242
646,8,29118,338
647,8,70696,139
648,12,55834,87
649,13,46138,378
650,15,79858,28
651,2,36984,381
652,1,18962,431
653,22,60140,290
654,7,39761,52
655,19,94341,92
656,17,42800,235
657,3,36674,346
658,2,8858,52
659,13,65151,147
660,11,35443,101
661,19,1539,368
662,2,13958,127
663,7,79392,25
664,9,16800,384
665,15,15780,202
666,8,89063,338
667,18,364,168
668,23,42452,263
669,14,32263,426
670,8,27264,81
671,4,62992,378
672,18,50327,278
673,6,3730,117
674,23,91926,173
675,6,32673,201
676,2,85264,257
677,11,3367,414
678,5,27378,189
679,8,46442,303
680,22,27292,143
681,4,26133,422
682,5,40587,320
683,6,26321,131
684,12,13635,29
685,3,86958,22
686,13,14952,16
687,13,52059,218
688,11,62751,170
689,14,98230,281
690,5,72471,26
691,6,15371,11
692,2,93437,133
693,1,86443,308
694,1,42642,262
695,23,10081,140
696,3,15211,340
697,11,96920,124
698,21,54659,233
699,19,34724,317
700,10,35069,356
701,14,28755,170
702,8,28245,329
703,21,23572,113
704,5,18875,298
705,11,16867,103
706,7,85417,104
707,19,15232,314
708,23,66974,117
709,1,7088,304
710,17,9077,287
711,7,39433,273
712,22,9297,158
713,17,61175,201
714,15,37859,4
715,7,9310,132
716,14,59711,48
717,19,86397,448
718,19,65758,448
719,7,28602,362
720,2,828,187
721,18,37004,120
722,7,36372,451
723,10,42981,434
724,10,58551,401
725,3,11894,71
726,3,68314,245
727,18,62643,422
728,6,59848,308
729,23,81845,34
730,4,17463,313
731,14,87104,134
732,13,47468,182
733,10,91413,325
734,22,11373,399
735,8,97297,426
736,20,96647,94
737,8,17016,208
738,1,7447,286
739,2,95527,379
740,19,1541,371
741,18,98479,154
742,14,83845,102
743,11,55664,319
744,20,89153,446
745,22,33039,205
746,8,6074,306
747,8,32262,384
748,9,48584,304
749,17,33332,130
750,9,49129,92
751,7,27573,345
752,16,31162,128
753,15,26057,323
754,17,33896,130
755,15,96824,236
756,7,91142,171
757,21,84023,347
758,12,63780,165
759,3,6982,228
760,8,47312,310
761,12,22774,135
762,14,54143,7
763,23,83888,83
764,20,88385,443
765,3,20733,154
766,17,90724,92
767,13,16643,285
768,19,49802,254
769,7,39321,31
770,11,11423,38
771,7,42696,293
772,18,78951,163
773,17,68991,70
774,11,27062,444
775,7,1108,33
776,5,51918,19
777,19,79468,133
778,14,52588,441
779,11,25513,196
780,18,5820,217
781,19,36053,313
782,10,14060,118
783,12,26517,178
784,15,32717,394
785,21,88649,421
786,22,55943,6
787,21,21411,311
788,16,57517,195
789,8,13309,164
790,2,6155,255
791,22,12625,200
792,19,51996,44
793,22,466,58
794,17,48215,69
795,7,77526,236
796,5,44336,148
797,15,98717,19
798,15,66038,328
799,17,68421,293
800,5,41074,114
801,19,88190,22
802,12,81219,131
803,2,9263,274
804,6,21910,93
805,2,6434,252
806,13,47382,182
807,22,60931,59
808,4,97755,332
809,10,32789,98
810,11,44906,218
811,11,11675,39
812,8,31436,358
813,1,38268,421
814,8,1162,11
815,13,11260,450
816,3,8715,17
817,2,27627,282
818,8,51172,141
819,23,98495,23
820,5,63550,148
821,20,69314,233
822,20,57886,90
823,12,36494,91
824,6,33167,228
825,13,97557,291
826,11,89460,250
827,20,78486,105
828,1,20776,1
829,5,48296,208
830,3,55531,338
831,13,51961,452
832,5,13430,257
833,20,82927,148
834,7,83198,83
835,23,16390,196
836,7,53593,183
837,8,4797,297
838,7,4608,86
839,14,26283,143
840,8,41268,240
841,23,93771,399
842,18,22416,432
843,7,24729,98
844,21,67162,398
845,14,93239,217
846,14,79949,294
847,19,13728,75
848,14,98063,48
849,5,36956,72
850,4,68811,219
851,4,16710,319
852,8,47546,331
853,16,66303,306
854,13,4872,146
855,9,70520,334
856,22,30305,384
857,1,44726,40
858,20,74856,46
859,16,23112,254
860,14,15734,2
861,17,67655,77
862,22,40155,59
863,23,49460,124
864,7,76017,212
865,21,91705,219
866,7,97005,234
867,12,47268,211
868,18,53829,339
869,9,83532,267
870,6,56427,267
871,19,3919,173
872,18,23020,196
873,18,24889,450
874,15,57227,236
875,5,68538,201
876,2,46899,253
877,14,33157,444
878,14,68092,146
879,15,38687,11
880,23,17609,450
881,16,75732,175
882,6,79182,58
883,20,82580,382
884,1,78244,442
885,23,38822,20
886,6,4416,122
887,12,45886,404
888,8,78056,3
889,22,12679,201
890,1,84844,264
891,7,8867,144
892,11,28700,251
893,14,80255,284
894,23,10550,142
895,15,72372,163
896,2,53616,341
897,18,71715,309
898,23,47471,338
899,23,74217,179
900,7,94994,436
901,3,32681,83
902,2,58659,189
903,6,14532,233
904,23,79288,258
905,9,64893,46
906,9,92450,123
907,13,22657,333
908,2,9077,71
909,8,35093,397
910,7,23621,81
911,9,95907,392
912,10,75394,346
913,6,36170,36
914,17,5503,257
915,21,38761,279
916,11,87233,19
917,3,56335,130
918,23,69975,135
919,8,37196,193
920,16,87290,98
921,18,51119,282
922,4,67972,209
923,19,41150,138
924,8,97447,3
925,22,47560,124
926,9,73978,375
927,4,41524,364
928,19,14340,309
929,23,83614,73
930,3,14922,313
931,8,73943,397
932,14,84445,106
933,15,92635,419
934,8,42452,28
935,21,83688,367
936,15,17073,439
937,1,64650,277
938,21,3292,125
939,15,13352,396
940,14,45131,349
941,16,80518,241
942,11,36810,334
943,23,42963,58
944,15,87817,120
945,16,87696,324
946,20,32233,250
947,6,91290,215
948,21,74753,28
949,2,70548,315
950,5,83899,144
951,23,96041,212
952,18,1740,175
953,15,10276,146
954,8,85687,82
955,12,43875,154
956,22,63468,327
957,6,17509,52
958,22,15845,230
959,1,31729,135
960,23,89674,123
961,5,50927,211
962,18,8317,24
963,2,24222,450
964,5,20171,84
965,22,48438,137
966,18,11463,287
967,19,81519,380
968,21,92477,8
969,20,20575,343
970,7,21688,293
971,10,22583,195
972,6,53044,5
973,8,56624,191
974,18,90824,296
975,23,6772,309
976,8,14310,401
977,5,25010,151
978,5,52092,18
979,15,9751,132
980,3,15327,326
981,4,81448,160
982,7,65530,337
983,17,42552,446
984,18,98474,381
985,4,17641,102
986,13,72204,223
987,23,74170,413
988,7,6949,338
989,20,97337,327
990,22,20220,41
991,10,98324,387
992,3,48806,47
993,20,70323,443
994,15,22438,273
995,9,92964,139
996,21,72202,218
997,9,12588,336
998,18,22792,427
999,16,39380,436
1000,21,76234,38
1001,1,49474,323
1002,8,97573,208
1003,2,54178,138
1004,19,48860,23
1005,18,61317,402
1006,18,42997,207
1007,10,43876,436
1008,20,18211,302
1009,8,78915,225
1010,5,29565,206
1011,17,38459,176
1012,1,64177,34
1013,7,6094,99
1014,21,16402,261
1015,20,8227,415
1016,22,84156,326
1017,2,64525,30
1018,8,24507,70
1019,2,2531,435
1020,10,74993,366
1021,19,36053,326
1022,13,74570,42
1023,2,93899,134
1024,21,355,302
1025,20,22124,358
1026,8,72536,148
1027,9,81481,15
1028,17,34187,370
1029,10,96620,158
1030,3,33329,92
1031,22,1722,65
1032,11,2218,177
1033,12,12712,34
1034,18,32277,94
1035,2,64613,4
1036,19,82635,405
1037,6,11352,200
1038,22,92452,424
1039,23,37158,431
1040,10,73403,348
1041,3,28328,239
1042,3,55959,112
1043,22,26793,114
1044,15,67772,121
1045,6,80521,317
1046,9,34147,354
1047,19,42712,401
1048,23,53921,182
1049,19,14211,310
1050,10,8808,265
1051,20,7678,188
1052,2,86841,267
1053,16,20262,445
1054,7,63146,71
1055,3,40182,165
1056,12,73663,281
1057,7,3674,74
1058,4,53824,288
1059,22,26736,118
1060,11,87540,255
1061,10,60276,192
1062,17,9689,67
1063,11,20351,145
1064,6,45586,134
1065,7,27844,141
1066,7,36241,451
1067,13,51465,1
1068,13,72577,6
1069,19,50549,258
1070,2,24351,11
1071,17,72804,127
1072,3,70832,59
1073,8,86109,91
1074,16,27887,87
1075,7,46665,128
1076,16,78853,215
1077,14,47778,381
1078,10,26128,13
1079,16,18594,438
1080,11,86736,5
1081,13,29825,200
1082,9,27560,285
1083,22,19976,60
1084,23,87813,345
1085,6,25652,357
1086,20,13641,251
1087,18,80715,185
1088,5,48325,416
1089,15,90854,382
1090,14,89709,175
1091,12,78961,332
1092,2,56288,365
1093,23,65717,307
1094,13,48378,177
1095,23,13128,156
1096,10,18640,173
1097,15,35609,420
1098,17,79966,432
1099,9,39929,433
1100,22,44280,318
1101,20,81442,353
1102,6,68895,395
1103,4,3372,377
1104,17,88620,300
1105,17,34763,139
1106,18,35605,129
1107,18,733,176
1108,1,91135,358
1109,1,16481,396
1110,10,60088,402
1111,22,25885,353
1112,20,76305,61
1113,12,35231,302
1114,12,38759,113
1115,21,57716,55
1116,1,32716,360
1117,19,88473,7
1118,12,31297,252
1119,23,19935,230
1120,10,14204,343
1121,13,54285,267
1122,8,3140,37
1123,21,80482,77
1124,5,59599,83
1125,13,44149,131
1126,15,16517,214
1127,3,5116,205
1128,18,37732,367
1129,16,14760,384
1130,21,28026,407
1131,1,43245,248
1132,20,66572,401
1133,2,84959,33
1134,17,73073,120
1135,14,5295,104
1136,7,59689,257
1137,5,24188,361
1138,5,30116,212
1139,6,53050,207
1140,12,88807,228
1141,3,12908,75
1142,18,88340,280
1143,4,31845,21
1144,5,30767,432
1145,16,63824,275
1146,15,2656,271
1147,14,21058,63
1148,12,26958,194
1149,16,89421,122
1150,23,79171,249
1151,14,28927,166
1152,4,4312,168
1153,17,60032,203
1154,23,25725,90
1155,10,88755,52
1156,13,78303,317
1157,8,87172,319
1158,22,42533,294
1159,4,44471,170
1160,2,18247,377
1161,15,30489,377
1162,23,61761,262
1163,8,76376,426
1164,4,87215,441
1165,9,16843,155
1166,2,58073,404
1167,19,90106,29
1168,18,60918,183
1169,21,33464,10
1170,14,96786,250
1171,19,8529,451
1172,15,58357,247
1173,6,77007,46
1174,12,29887,2
1175,7,1296,269
1176,18,64705,440
1177,4,70055,17
1178,16,49715,98
1179,13,94534,261
1180,21,41494,313
1181,1,94219,152
1182,15,76917,12
1183,3,47070,245
1184,17,34349,136
1185,7,97859,241
1186,21,38934,80
1187,4,6541,198
1188,2,59234,395
1189,7,83078,69
1190,2,25752,240
1191,23,71277,391
1192,6,80415,67
1193,1,84405,43
1194,4,34803,282
1195,21,58318,303
1196,3,49907,266
1197,10,11965,306
1198,1,43389,33
1199,20,13925,277
1200,15,5752,323
1201,20,11310,243
1202,20,58899,332
1203,15,92253,184
1204,2,91394,325
1205,4,70643,250
1206,22,69329,371
1207,22,26064,123
1208,5,30145,201
1209,16,24430,274
1210,15,24050,64
1211,9,8249,300
1212,15,37457,222
1213,10,46758,33
1214,7,2978,310
1215,2,22788,226
1216,1,52331,366
1217,21,14691,18
1218,15,42028,291
1219,20,88115,200
1220,12,76669,76
1221,21,51533,206
1222,17,30873,86
1223,11,76600,114
1224,19,7713,223
1225,15,25510,312
1226,13,26873,385
1227,14,72712,205
1228,2,42204,216
1229,15,70329,152
1230,5,50149,3
1231,9,52740,134
1232,4,26666,437
1233,20,35791,273
1234,22,88783,391
1235,2,30184,70
1236,5,35320,272
1237,23,83424,280
1238,1,54435,373
1239,13,62466,338
1240,8,28530,322
1241,22,12870,409
1242,22,75155,450
1243,10,34804,121
1244,16,59028,5
1245,17,17504,392
1246,8,33820,170
1247,20,33658,34
1248,18,81428,186
1249,3,12016,57
1250,20,5987,390
1251,6,35216,248
1252,19,68697,15
1253,4,54033,285
1254,8,36016,202
1255,17,52978,117
1256,3,79196,157
1257,9,81059,219
1258,19,84540,414
1259,10,65885,13
1260,14,43770,318
1261,9,95377,167
1262,20,82619,359
1263,14,58576,50
1264,12,73041,271
1265,7,70069,382
1266,6,80342,316
1267,18,1666,401
1268,12,56735,95
1269,5,71553,240
1270,20,86228,406
1271,1,67667,86
1272,20,59016,98
1273,2,78322,406
1274,12,59586,331
1275,14,63799,119
1276,23,75137,209
1277,8,94828,417
1278,19,17572,110
1279,2,88969,284
1280,8,90449,142
1281,17,91975,351
1282,19,90043,19
1283,22,30189,160
1284,18,64342,214
1285,22,14933,208
1286,13,82803,120
1287,23,71392,152
1288,13,98535,72
1289,5,35805,274
1290,23,49748,365
1291,19,53020,54
1292,5,97643,319
1293,15,87309,360
1294,22,18696,21
1295,23,31913,156
1296,2,29010,51
1297,9,16580,400
1298,21,60523,303
1299,9,87718,75
1300,12,35921,76
1301,13,32154,222
1302,9,75683,391
1303,14,9876,399
1304,7,24547,103
1305,20,37079,304
1306,9,74960,151
1307,18,89135,62
1308,15,93207,407
1309,18,70976,84
1310,18,76601,361
1311,19,83127,193
1312,14,63488,110
1313,17,94331,131
1314,3,74195,323
1315,21,50555,419
1316,13,5334,148
1317,22,52431,200
1318,19,92993,288
1319,13,58108,64
1320,17,86026,263
1321,6,8951,164
1322,5,1891,330
1323,7,20930,274
1324,6,21805,327
1325,1,33209,353
1326,20,68784,220
1327,6,70466,190
1328,3,59626,385
1329,13,27674,175
1330,12,34789,68
1331,14,58558,261
1332,10,34306,115
1333,10,28614,35
1334,14,53049,208
1335,18,58296,373
1336,8,16292,413
1337,6,80168,73
1338,16,5642,57
1339,22,27264,363
1340,14,38733,57
1341,19,92428,58
1342,8,76944,198
1343,19,27560,440
1344,11,57964,366
1345,5,65380,173
1346,6,88292,397
1347,11,3313,189
1348,12,13114,37
1349,2,66901,55
1350,11,26579,8
1351,4,75339,303
1352,13,22347,113
1353,9,2416,239
1354,15,1692,265
1355,6,26970,365
1356,8,30264,344
1357,2,54753,118
1358,9,86830,72
1359,6,90098,203
1360,1,67054,84
1361,4,4494,413
1362,15,29509,130
1363,3,65534,232
1364,6,36187,16
1365,4,18043,100
1366,9,48822,78
1367,4,34874,75
1368,4,41282,375
1369,8,15900,402
1370,14,34263,7
1371,7,23925,76
1372,6,46789,143
1373,21,65729,377
1374,23,19375,8
1375,22,92357,205
1376,21,30766,418
1377,10,73091,342
1378,20,61726,360
1379,1,55184,154
1380,19,43677,409
1381,10,65472,32
1382,18,57352,154
1383,2,91485,331
1384,3,1095,168
1385,8,58210,218
1386,2,36212,149
1387,2,31891,329
1388,19,26922,222
1389,8,26079,296
1390,10,28032,30
1391,6,60299,295
1392,21,92098,2
1393,11,14303,307
1394,22,58969,279
1395,11,34240,96
1396,4,62919,381
1397,6,11411,419
1398,13,90132,425
1399,7,39921,266
1400,19,16559,96
1401,3,53418,322
1402,7,60790,266
1403,4,95974,87
1404,12,32638,49
1405,4,2654,385
1406,21,28550,160
1407,16,55377,188
1408,9,81800,232
1409,17,8095,60
1410,9,94964,399
1411,22,55933,3
1412,6,91787,210
1413,8,31646,370
1414,10,46422,247
1415,15,1583,53
1416,10,45901,260
1417,14,36784,251
1418,23,64439,64
1419,22,76736,251
1420,3,80591,404
1421,8,16932,202
1422,9,7953,305
1423,19,15204,80
1424,21,86627,373
1425,8,72724,164
1426,10,30587,74
1427,19,32487,289
1428,23,6761,99
1429,13,83895,364
1430,18,29439,277
1431,16,19356,452
1432,20,81718,370
1433,13,21805,95
1434,6,38626,59
1435,17,89018,87
1436,3,4683,219
1437,14,60138,67
1438,14,58847,282
1439,23,97201,236
1440,10,29661,58
1441,10,79594,414
1442,16,48850,97
1443,2,18828,163
1444,23,29875,350
1445,12,70859,28
1446,1,67271,85
1447,13,60452,84
1448,1,66641,61
1449,7,57387,227
1450,2,87098,288
1451,14,26136,130
1452,6,45731,355
1453,15,13396,175
1454,5,58090,314
1455,12,98386,346
1456,18,45465,17
1457,12,45587,186
1458,6,9347,167
1459,4,58674,337
1460,17,70826,311
1461,3,94823,324
1462,16,48617,90
1463,20,96664,320
1464,23,77415,236
1465,16,75608,399
1466,3,72974,85
1467,16,69983,116
1468,3,91779,312
1469,17,56163,160
1470,13,95659,287
1471,19,84523,194
1472,1,76696,422
1473,1,65998,281
1474,12,47076,193
1475,17,997,443
1476,15,66841,105
1477,7,87885,143
1478,19,84088,183
1479,10,15769,346
1480,8,5453,80
1481,20,68894,443
1482,18,64605,228
1483,16,48133,324
1484,12,95556,76
1485,4,3303,147
1486,10,72385,98
1487,5,68322,196
1488,9,62474,233
1489,18,38999,165
1490,23,43554,71
1491,14,57855,33
1492,8,50791,353
1493,10,173,398
1494,6,26375,377
1495,7,33597,186
1496,17,30978,324
